Column1,Column2,Column4
I4,6441283002400,下午 01:43:02
I4,6441183002400,下午 12:57:36
I4,90807383002310800000,下午 01:56:58
I4,90799283002310800000,下午 01:56:58
I4,203450205516,下午 01:28:24
I4,90254383002370800000,下午 01:39:44
I4,92492010014510800000,下午 01:49:40
I4,96077883002210800000,下午 12:57:36
I4,96066983002210800000,下午 12:57:36
I4,94681640006310800000,下午 01:56:58
I4,92933683002110800000,下午 01:26:30
I4,90036483001810800000,下午 01:43:31
I4,96453183001620800000,下午 01:18:49
I4,24442640006318,下午 02:06:27
I4,96835183001310800000,下午 01:43:02
I4,95245740006170800000,上午 10:25:02
I4,98300410013510800000,下午 02:06:27
I4,94943183001110800000,上午 09:57:10
I4,15702010600516,下午 01:56:58
I4,94929883001110800000,下午 01:28:24
I4,94917083001110800000,下午 12:55:18
I4,97970210013410800000,下午 12:57:36
I4,90646083000910800000,下午 02:06:27
I4,90645583000910800000,下午 12:55:18
I4,90645083000910800000,下午 01:49:40
I4,90626983000910800000,下午 02:06:27
I4,90621283000910800000,下午 12:55:18
I4,91944583000810800000,下午 01:43:37
I4,92095283000710800000,下午 01:56:58
I4,92075483000710800000,下午 01:26:30
I4,92068983000710800000,下午 12:57:36
I4,90039083000728,下午 12:55:18
I4,93411440005410800000,下午 02:10:07
I4,38065510012828,下午 01:26:30
I4,94750883000510800000,下午 01:56:58
I4,94058583000210800000,下午 01:43:51
I4,94053283000210800000,下午 02:10:07
I4,19571810545128,下午 01:43:37
I4,93420583000010800000,下午 01:56:58
I4,93418883000010800000,下午 01:56:58
I4,93395483000010800000,下午 01:39:44
I4,93369683000010800000,下午 12:57:36
I4,68127940005018800000,下午 01:25:36
I4,94752640004710800000,下午 02:06:27
I4,95766710012110800000,下午 01:18:49
I4,95743710012110800000,下午 12:03:41
I4,258080353000,下午 02:01:08
I4,253280353000,下午 01:15:32
I4,252380353000,下午 02:01:15
I4,252280353000,下午 01:15:32
I4,248880353000,下午 01:15:32
I4,248380353000,下午 02:01:15
I4,245280353000,下午 02:01:08
I4,244980353000,下午 01:15:32
I4,243980353000,下午 01:15:32
I4,127280351200,下午 02:01:15
I4,97656510011810800000,下午 01:43:31
I4,878510517516,下午 02:08:49
I4,842610517028,下午 02:08:49
I4,57390580345118,下午 01:49:40
I4,57389380345118,下午 01:43:31
I4,57369880345118,下午 01:39:44
I4,57360180345118,下午 12:55:18
I4,57354580345118,下午 01:56:58
I4,57293980345118,下午 02:06:27
I4,57286680345118,下午 01:28:24
I4,31997410516718,下午 01:49:40
I4,96439010011220800000,下午 01:43:31
I4,54306180345118,下午 01:39:44
I4,90014810011270800000,下午 01:56:58
I4,44825980345116,下午 01:28:24
I4,44823780345116,下午 01:18:49
I4,44820480345116,上午 11:57:56
I4,44820280345116,下午 12:03:41
I4,92018740004310800000,下午 01:18:49
I4,16900122027078,下午 02:06:27
I4,9645610011216,下午 01:56:58
I4,44008980345116,下午 01:43:02
I4,16880122027078,下午 01:47:38
I4,16880022027078,下午 02:08:06
I4,35935880345117,上午 11:57:56
I4,35925280345117,下午 02:06:27
I4,10362450202316,下午 01:25:36
I4,98190240004210800000,下午 12:55:18
I4,35651380345117,下午 12:55:18
I4,35607480345117,下午 01:18:49
I4,35591180345117,上午 11:57:56
I4,35590980345117,下午 01:39:44
I4,35590880345117,上午 11:57:56
I4,35590780345117,下午 02:10:07
I4,35590680345117,下午 01:25:36
I4,35590180345117,下午 02:10:07
I4,35589980345117,下午 01:18:49
I4,35589880345117,下午 02:06:27
I4,35589780345117,下午 01:28:24
I4,35589680345117,下午 12:57:36
I4,35581980345117,下午 02:06:27
I4,35574680345117,下午 12:03:41
I4,35568280345117,下午 01:25:36
I4,35558380345117,下午 01:15:32
I4,35557780345117,下午 12:57:36
I4,35555880345117,下午 01:15:32
I4,35555780345117,下午 01:39:44
I4,35555380345117,下午 01:39:44
I4,35555280345117,下午 01:39:44
I4,35552980345117,下午 02:06:27
I4,35540280345117,下午 01:39:44
I4,35531880345117,下午 02:01:08
I4,96428540004010800000,下午 01:43:02
I4,96428340004010800000,下午 01:56:58
I4,35484980345117,下午 03:52:48
I4,96414240004010800000,下午 12:55:18
I4,35471680345117,下午 12:55:18
I4,2434110515316,下午 01:49:40
I4,16599222027018,下午 01:25:36
I4,16575322027018,下午 02:08:49
I4,25511280345116,下午 01:25:36
I4,13048080345118,上午 11:57:56
I4,13047980345118,下午 01:25:36
I4,16401122027018,下午 12:57:36
I4,16397022027018,下午 01:28:24
I4,465580336910,下午 12:57:36
I4,6778510514878,下午 01:28:24
I4,6370680336616,下午 01:49:40
I4,60280335316,下午 01:43:31
I4,60180335316,下午 01:56:58
I4,388280335010,下午 01:43:12
I4,388180335010,下午 01:49:40
I4,387880335010,下午 01:56:58
I4,16310322027018,下午 02:10:07
I4,86080332810,下午 01:39:51
I4,12017280332316,下午 01:56:58
I4,91946940003610800000,下午 02:06:27
I4,12008080332316,下午 01:56:58
I4,16256222027018,下午 01:25:36
I4,730380331910,下午 12:57:36
I4,16157080330416,下午 02:06:27
I4,16154580330416,下午 02:06:27
I4,16179822027018,下午 12:57:36
I4,16147080330416,下午 01:26:30
I4,15282580330416,下午 02:06:27
I4,15155880330416,下午 02:06:27
I4,2986580330426,下午 01:18:49
I4,2985280330426,下午 01:49:40
I4,93482910010110800000,上午 11:57:56
I4,1732180330010,下午 02:06:27
I4,74827810512818,下午 01:43:51
I4,74827710512818,下午 01:28:24
I4,16054222027018,下午 01:49:40
I4,90721610010010800000,下午 02:08:49
I4,56976410511218,下午 02:08:49
I4,92766140003010800000,下午 01:28:24
I4,1116310510916,下午 01:56:58
I4,55518910009316,下午 02:08:49
I4,98658222009010800000,下午 01:56:58
I4,67872010509618,下午 02:08:49
I4,14287280314516,下午 02:06:27
I4,1093180314218,下午 01:49:40
I4,91575010009100800000,下午 01:25:36
I4,3967210508318,下午 01:25:36
I4,813980312316,下午 02:08:49
I4,78480311900,下午 01:15:32
I4,78080311900,下午 12:55:18
I4,27280311800,下午 02:08:49
I4,23580311800,下午 03:52:48
I4,96716340002520800000,下午 02:06:27
I4,3668880311332,下午 01:43:02
I4,3628980311332,下午 12:55:18
I4,96335022008570800000,下午 01:25:36
I4,5006580311016,下午 01:43:02
I4,5004980311016,下午 01:56:58
I4,19453150103816,下午 01:43:02
I4,1808080310318,下午 01:56:58
I4,1807980310318,下午 01:43:02
I4,393480310118,下午 01:39:51
I4,4703810507316,下午 02:06:27
I4,3082680309818,下午 01:26:30
I4,62798710009118,下午 01:56:58
I4,1778980309816,下午 12:03:41
I4,1772680309816,下午 01:56:58
I4,6702780309618,下午 02:06:27
I4,62684010009118,下午 01:28:24
I4,6543180309618,下午 12:55:18
I4,96379022008170800000,下午 01:39:44
I4,6363980309618,下午 02:08:49
I4,50486310506718,下午 02:10:07
I4,6642180309518,下午 01:18:49
I4,42689510506718,下午 12:55:18
I4,12609080309317,下午 01:18:49
I4,12608780309317,下午 01:25:36
I4,12606780309317,下午 02:10:07
I4,12603680309317,下午 01:56:58
I4,12568680309317,下午 01:25:36
I4,12566880309317,下午 02:06:27
I4,12551080309317,下午 02:08:49
I4,12548380309317,下午 01:18:49
I4,12541280309317,下午 12:55:18
I4,92501640001770800000,下午 02:06:27
I4,12534180309317,下午 01:39:44
I4,12516680309317,下午 01:18:49
I4,12516580309317,下午 01:18:49
I4,12516480309317,下午 01:18:49
I4,12477480309317,下午 01:43:02
I4,12463480309317,下午 01:28:24
I4,12460780309317,下午 12:55:18
I4,12443380309317,下午 01:49:40
I4,12440980309317,下午 01:26:30
I4,52355710009118,下午 01:18:49
I4,868680309218,下午 01:18:49
I4,4739380309016,下午 01:26:30
I4,4541280309016,上午 11:57:56
I4,820450102717,下午 02:10:07
I4,2424080308516,下午 01:43:02
I4,2377222007718,下午 02:10:07
I4,1031210506518,下午 01:43:02
I4,232780307916,下午 01:18:49
I4,32680307916,下午 01:56:58
I4,90755140001110800000,下午 12:57:36
I4,2552810506128,下午 02:08:49
I4,8512022007516,下午 01:25:36
I4,98190540000820800000,下午 01:56:58
I4,96588622007410800000,下午 01:43:37
I4,40999850102336,下午 01:28:24
I4,40885180307632,下午 01:18:49
I4,40828780307632,上午 11:57:56
I4,40807780307632,下午 01:26:30
I4,40803480307632,下午 01:56:58
I4,4110505518832010,下午 01:26:30
I4,40779580307632,下午 12:57:36
I4,40771280307632,下午 02:08:49
I4,40771180307632,下午 12:55:18
I4,40757380307632,上午 09:57:10
I4,40756880307632,上午 09:57:10
I4,40746480307632,下午 03:52:48
I4,40745680307632,下午 01:43:02
I4,40741880307632,下午 01:26:30
I4,40738280307632,下午 01:49:40
I4,40730580307632,下午 03:52:48
I4,40706380307632,下午 01:56:58
I4,40685980307632,上午 09:57:10
I4,40673780307632,下午 02:10:07
I4,40672980307632,下午 01:49:40
I4,40653680307632,上午 09:57:10
I4,40628980307632,下午 01:56:58
I4,40614080307632,下午 01:56:58
I4,40613980307632,下午 01:56:58
I4,40607080307632,下午 01:39:44
I4,94603340000110800000,下午 01:25:36
I4,40507680307632,下午 01:26:30
I4,21494510505128,下午 01:56:58
I4,10040010009118800000,下午 01:26:30
I4,10039910009118800000,下午 12:55:18
I4,4013710009118,下午 01:26:30
I4,1013280307618,下午 01:26:30
I4,1725310009118830000,下午 01:43:02
I4,4512880306916,下午 02:08:49
I4,27531210504616,下午 01:56:58
I4,499780306717,上午 11:57:56
I4,5842480306418,下午 01:18:49
I4,2451680306417,下午 12:57:36
I4,95147322006810800000,下午 01:25:36
I4,5214880306218,下午 03:52:48
I4,3323780306218,下午 01:28:24
I4,5817050100916,下午 01:43:02
I4,3321280306218,下午 02:08:49
I4,2203180306216,下午 01:56:58
I4,941010009118832000,下午 12:55:18
I4,940610009118832000,下午 01:56:58
I4,438680306016,下午 02:06:27
I4,377480305918,下午 12:57:36
I4,376980305918,下午 01:25:36
I4,1242480305616,下午 01:39:44
I4,47163850100318,下午 02:06:27
I4,15103380305516,下午 01:43:12
I4,8555380305518,下午 01:18:49
I4,95733722006720800000,下午 12:57:36
I4,1238880305518,下午 01:26:30
H4,1066680304818,下午 01:53:29
H4,6504380301918,下午 01:58:14
H4,6502780301918,下午 12:40:16
H4,90338480245117800000,下午 01:16:10
H4,90338080245117800000,下午 01:24:50
H4,90334180245117800000,下午 01:44:36
H4,90332980245117800000,下午 01:58:05
H4,90284280245117800000,下午 01:08:06
H4,90222180245117800000,下午 01:24:52
H4,90112580245117800000,上午 11:44:25
H4,90102780245117800000,下午 01:24:47
H4,9368110500517,下午 01:36:50
H4,9640880230416,下午 01:53:24
H4,9480213217,上午 11:44:19
H4,83114710445118,下午 12:03:58
H4,2645580212416,下午 01:16:12
H4,6169580211816,下午 01:24:38
H4,38469510006817800000,下午 01:06:55
H4,5903280209617,下午 01:44:20
H4,17378280209132,下午 01:53:50
H4,17374180209132,下午 01:35:33
H4,17367780209132,下午 01:16:16
H4,17358080209132,上午 11:44:14
H4,17357980209132,上午 11:44:16
H4,17357880209132,上午 11:44:17
H4,17357180209132,下午 01:08:17
H4,17357080209132,下午 01:08:19
H4,8589780207816,下午 01:53:43
H4,8204780207332,下午 01:58:18
H4,95845542045010800000,上午 11:44:44
H4,642480205416,下午 12:40:47
H4,6934980204916,下午 01:57:59
H4,85442110005518,上午 11:44:34
H4,85437910005518,下午 01:24:33
H4,85319310005518,下午 01:51:03
H4,85297110005518,下午 12:40:40
H4,1953980202917,下午 01:08:13
H4,3397980201916,下午 01:53:30
H4,56343722002030800000,下午 01:07:56
H4,5237280138816,下午 01:08:09
H4,12720280115916,下午 01:16:01
H4,1827010005518,下午 01:53:36
H4,9784680113917,下午 01:24:54
H4,3889780112016,下午 01:16:21
H4,6154380111817,下午 01:36:48
H4,11123380111718,下午 01:24:35
H4,8398280111717,下午 12:40:32
H4,8397780111717,下午 01:07:02
H4,8394880111717,下午 01:16:13
H4,8394680111717,下午 01:44:46
H4,7936580111717,下午 01:16:30
H4,1350922002030830000,下午 12:03:55
H4,97735642002610800000,下午 01:06:59
H4,90462422001711800000,下午 01:15:58
H4,90462322001711800000,下午 01:15:57
H4,4313580109917,下午 12:40:05
H4,20148210202032,下午 01:16:15
H4,93954542000520800000,下午 01:53:27
H4,6184780102917,上午 11:44:23
H4,9469680101917,下午 01:36:56
H4,9242480101016,下午 01:44:27
H4,39909122001418800000,下午 01:15:52
H4,1229280305518,下午 01:37:38
H4,3257810008430830000,下午 01:37:34
H4,8588980207816,下午 01:07:44
H4,4921280206918,下午 12:41:17
H4,96829422002310800000,下午 01:19:18
H4,7425110345128,下午 01:18:08
H4,2760780203418,下午 01:19:14
H4,38634380145118,下午 01:52:45
H4,35544522002030800000,下午 01:37:30
H4,11108380111718,下午 01:18:04
H4,11080080111718,下午 01:17:03
H4,94372722001410800000,下午 01:37:52
H4,94876242001310800000,下午 01:36:35
H4,1715680109617,下午 01:45:15
H4,10524580101016,下午 12:41:11
H4,10449280101018,下午 01:45:32
H4,90110580245117800000,下午 01:54:02
H4,89687980245117800000,上午 08:47:10
H4,83032410445118,下午 01:55:50
H4,83204210445118,下午 01:47:12
H4,90285680245117800000,下午 01:46:42
H4,9794880113917,上午 11:45:06
H4,90077480245117800000,下午 01:18:23
H4,90013980245117800000,下午 01:26:16
H4,90013580245117800000,下午 01:55:31
H4,89983380245117800000,下午 01:38:09
H4,89942680245117800000,下午 01:55:30
H4,89930380245117800000,下午 01:08:05
H4,89927580245117800000,下午 01:53:12
H4,89922980245117800000,下午 01:10:59
H4,54282422004178,下午 01:25:31
H4,6154280211816,下午 01:38:56
H4,4573380209617,下午 01:10:58
H4,4572980209617,下午 01:26:22
H4,17321580209132,上午 11:47:17
H4,17309180209132,下午 01:41:15
H4,698380207617,下午 01:08:00
H4,1259080203517,下午 01:11:11
H4,1245880203517,下午 02:00:28
H4,1942380202917,下午 01:45:58
H4,720580202917,下午 12:41:43
H4,718980202917,下午 01:08:15
H4,1646280111817,下午 01:26:19
H4,8818280111717,上午 11:45:59
H4,8805480111717,下午 01:17:57
H4,8805280111717,下午 01:38:12
H4,8802080111717,下午 01:10:51
H4,8800680111717,下午 02:00:24
H4,1719580109617,下午 01:08:06
H4,1716680109617,下午 12:41:35
H4,1711080109617,下午 01:10:52
H4,1710080109617,下午 01:18:25
H4,1707680109617,下午 12:41:39
H4,1706580109617,下午 02:00:21
H4,6496380102917,下午 01:08:10
I4,21752610503618,下午 01:28:24
I4,15998710503628,下午 01:43:02
I4,12030480305216,下午 01:43:12
I4,91322622006610800000,下午 01:28:24
I4,1664980305217,下午 01:26:30
I4,149880305216,下午 01:25:36
I4,1645380305016,下午 01:25:36
I4,1643580305016,下午 01:25:36
I4,1612780305016,下午 01:56:58
I4,1586080305016,下午 01:43:51
I4,1585980305016,下午 01:43:51
I4,36642450100216,下午 01:26:30
I4,2680580304816,下午 01:49:40
I4,2171080304816,下午 02:06:27
I4,1009880304718,下午 01:43:02
I4,1009780304718,下午 01:28:24
I4,91589422006520800000,下午 02:10:07
I4,699080304516,下午 01:43:51
I4,694080304516,下午 01:56:58
I4,2330980304316,下午 01:43:02
I4,2330280304316,下午 01:43:02
I4,182580304216,下午 01:43:12
I4,13646480304116,下午 01:18:49
I4,837480303918,下午 02:06:27
I4,9983910503330,下午 12:55:18
I4,13298780303618,下午 01:49:40
I4,27910009118832000,下午 12:55:18
I4,45131622006418,上午 11:57:56
I4,8663880303618,下午 01:56:58
I4,4286980303618,下午 01:18:49
I4,4285280303618,下午 01:28:24
I4,4282680303618,下午 01:39:44
I4,1464680303618,下午 01:56:58
I4,644750032210,上午 09:57:10
I4,4801080303418,下午 02:06:27
I4,1604950030310,下午 02:06:27
I4,51549310502618,下午 01:28:24
I4,1303280303416,下午 02:06:27
I4,6379380303216,下午 02:08:49
I4,2088180302716,下午 01:49:40
I4,40651236400017,下午 02:08:49
I4,10528080302116,下午 01:56:58
I4,10526780302116,下午 01:56:58
I4,10268380302116,下午 01:43:12
I4,6627680301716,下午 02:10:07
I4,2342580301616,下午 12:03:41
I4,91264322005310800000,下午 12:57:36
I4,7868210501418,下午 02:10:07
I4,96046536002710800000,下午 02:06:27
I4,13070910008278,下午 12:03:41
I4,4899280300216,下午 01:43:31
I4,91704336002310800000,下午 02:06:27
I4,4292480300216,下午 01:56:58
I4,92952280245118,下午 01:25:36
I4,97234336002010800000,下午 02:08:49
I4,90458480245117800000,下午 01:18:49
I4,90580110008010800000,下午 12:55:18
I4,90443880245117800000,下午 02:10:07
I4,90436480245117800000,上午 11:57:56
I4,90425980245117800000,下午 01:39:44
I4,90414780245117800000,下午 01:25:36
I4,90408080245117800000,下午 12:55:18
I4,90340780245117800000,下午 01:49:40
I4,90339280245117800000,下午 12:57:36
I4,90333380245117800000,下午 01:39:44
I4,90321280245117800000,下午 01:28:24
I4,90283680245117800000,下午 01:56:58
I4,90283480245117800000,下午 01:39:44
I4,90281780245117800000,下午 12:57:36
I4,90280580245117800000,下午 02:08:49
I4,90280080245117800000,下午 02:06:27
I4,93385736001410800000,下午 01:43:12
I4,90237980245117800000,下午 01:18:49
I4,90197280245117800000,下午 01:43:02
I4,90102180245117800000,下午 12:55:18
I4,85074922004128800000,下午 02:08:49
I4,85074822004128800000,下午 12:57:36
I4,85074722004128800000,下午 01:28:24
I4,85074622004128800000,下午 12:57:36
I4,85074522004128800000,下午 12:55:18
I4,90050780245117800000,下午 01:43:02
I4,90024980245117800000,上午 11:57:56
I4,95832650003710800000,下午 01:43:12
I4,90009480245117800000,下午 12:57:36
I4,89998880245117800000,下午 01:56:58
I4,89943880245117800000,下午 12:55:18
I4,89923280245117800000,下午 02:10:07
I4,89919780245117800000,下午 01:25:36
I4,4426610500528,下午 01:39:51
I4,91314850003310800000,下午 02:06:27
I4,7283710500218,下午 01:28:24
I4,90854310007310800000,下午 02:10:07
I4,54204922004178,下午 01:49:40
I4,54137822004178,下午 12:57:36
I4,54135322004178,下午 01:39:44
I4,95723136000310800000,上午 11:57:56
I4,94881736000010800000,下午 02:06:27
I4,48896022004118,下午 12:55:18
I4,46014480245118,下午 02:06:27
I4,84718110445118,下午 12:57:36
I4,18739280245178,下午 12:03:41
I4,84660910445118,下午 01:28:24
I4,84654410445118,上午 11:57:56
I4,1705180245128,下午 01:25:36
I4,84631110445118,下午 01:39:44
I4,4781880236910,下午 01:49:40
I4,16321933645016,下午 02:06:27
I4,7279080236610,下午 01:18:49
I4,7260980236610,下午 01:56:58
I4,1665980236610,下午 01:28:24
I4,905922004118,下午 12:57:36
I4,9716780230416,下午 01:39:44
I4,7434980230416,上午 11:57:56
I4,870622004118,下午 01:49:40
I4,7115380230416,下午 02:10:07
I4,1437080230426,下午 01:49:40
I4,96317550002370800000,上午 10:29:48
I4,83427110445118,下午 01:39:44
I4,3149833608318,下午 01:26:30
I4,24327480213916,下午 01:43:37
I4,24297080213916,下午 01:28:24
I4,83279410445118,下午 01:39:44
I4,83262010445118,下午 02:08:49
I4,96242822003720800000,下午 01:26:30
I4,83170410445118,下午 01:43:02
I4,83165710445118,上午 09:57:10
I4,83156110445118,下午 01:25:36
I4,83149810445118,下午 02:08:49
I4,853680212216,下午 01:56:58
I4,853580212216,下午 01:56:58
I4,160750001718,下午 02:08:49
I4,1725280212118,下午 12:03:41
I4,9419880211816,下午 02:06:27
I4,6169480211816,下午 01:25:36
I4,6169380211816,下午 01:26:30
I4,6169280211816,下午 01:43:02
I4,6168480211816,下午 01:56:58
I4,6168180211816,下午 01:56:58
I4,6167380211816,下午 01:49:40
I4,6163580211816,上午 11:57:56
I4,6158480211816,下午 12:57:36
I4,92955722003470800000,下午 02:10:07
I4,32256080211616,下午 01:43:12
I4,17707180211616,下午 01:26:30
I4,93068522003210800000,下午 03:52:48
I4,9558080211610,下午 01:56:58
I4,7574880211616,下午 02:10:07
I4,7617380211516,上午 11:57:56
I4,1616980211016,下午 01:56:58
I4,71280210426,下午 12:55:18
I4,92869350000470800000,下午 12:57:36
I4,37470480209618,下午 01:43:51
I4,37470180209618,下午 01:56:58
I4,11134380209618,下午 01:56:58
I4,11133080209618,下午 01:43:31
I4,4189980209617,下午 01:43:51
I4,4189880209617,下午 01:43:51
I4,6023733603418,下午 01:26:30
I4,98942510006710800000,下午 01:56:58
I4,7762880209216,下午 01:56:58
I4,7762780209216,下午 01:43:31
I4,7762680209216,下午 01:56:58
I4,17378280209132,下午 02:15:24
I4,17370880209132,下午 01:26:30
I4,17366780209132,下午 02:06:27
I4,17365880209132,下午 01:39:44
I4,17365780209132,下午 01:39:44
I4,70890510445118,下午 02:06:27
I4,17139333603017,下午 02:10:07
I4,3368333603028,下午 01:28:24
I4,21909380207816,下午 02:08:49
I4,6088180207816,下午 02:10:07
I4,18308110445116,下午 01:26:30
I4,1646680207018,下午 02:08:49
I4,96586150000010800000,下午 01:25:36
I4,6101180206216,下午 01:28:24
I4,97347510005710800000,下午 01:49:40
I4,1471780206118,下午 02:08:49
I4,1470580206118,下午 01:18:49
I4,873480206116,下午 02:08:49
I4,95845542045010800000,下午 02:06:43
I4,1355480205616,下午 01:39:44
I4,11025580205516,下午 12:57:36
I4,90603542045070800000,下午 01:28:24
I4,45204110345130800000,下午 01:28:24
I4,1997880204718,下午 01:56:58
I4,45157810345130800000,下午 02:08:49
I4,45154110345130800000,下午 01:39:44
I4,11053380204118,下午 01:56:58
I4,93938310005510800000,下午 01:43:31
I4,6684580204116,下午 02:08:49
I4,3004480203818,下午 01:18:49
I4,18401480203616,下午 02:06:27
I4,2412242033310,下午 01:43:02
I4,3379280203518,下午 01:28:24
I4,4779980203416,下午 02:06:27
I4,290180203400,下午 03:52:48
I4,85380210005518,下午 01:25:36
I4,2277280203318,下午 01:25:36
I4,2276780203318,下午 01:25:36
I4,2270580203318,下午 01:56:58
I4,1457480203316,下午 01:28:24
I4,7186880202916,下午 01:25:36
I4,7185480202916,下午 02:06:27
I4,2848680202916,下午 01:43:02
I4,1946780202917,下午 01:26:30
I4,33058310314828,下午 02:08:49
I4,721580202917,下午 01:43:02
I4,1276580202726,下午 01:18:49
I4,95962442005510800000,下午 02:06:27
I4,3453080201916,上午 09:57:10
I4,3249980201916,下午 12:55:18
I4,91374242005210800000,下午 01:28:24
I4,7166980201816,下午 01:56:58
I4,2239980201818,上午 11:57:56
I4,15692280201718,下午 01:18:49
I4,28748933545018,下午 01:26:30
I4,56346722002030800000,上午 09:57:10
I4,56328122002030800000,下午 02:06:27
I4,2265880200218,下午 01:39:44
I4,2137380200218,下午 01:28:24
I4,1006580200116,下午 02:10:07
I4,950380200116,下午 01:43:02
I4,93349242004310800000,下午 01:56:58
I4,11505780138810,下午 01:28:24
I4,11502580138810,下午 12:57:36
I4,5237580138816,下午 02:08:49
I4,2805680134610,下午 02:06:27
I4,976580134610,下午 01:43:02
I4,19499010308116,下午 01:56:58
I4,10863980131010,下午 01:56:58
I4,47045822002030800000,下午 01:56:58
I4,37323122002030800000,下午 12:55:18
I4,7968880115616,下午 02:06:27
I4,37207322002030800000,下午 01:18:49
I4,9161680115516,下午 01:18:49
I4,9062280115516,下午 01:56:58
I4,35624222002030800000,下午 01:18:49
I4,1826910005518,下午 01:49:40
I4,1826810005518,下午 01:39:44
I4,9633680114616,下午 12:55:18
I4,91157242003410800000,下午 12:55:18
I4,366680112218,下午 12:57:36
I4,5323180112016,下午 01:56:58
I4,3978680112016,下午 02:06:27
I4,3889680112016,下午 02:08:49
I4,6832180111916,下午 01:43:51
I4,6832080111916,下午 01:56:58
I4,11480110304928,下午 01:18:49
I4,11478110304928,下午 01:18:49
I4,11219280111718,下午 01:49:40
I4,11108680111718,下午 01:26:30
I4,9880180111717,下午 12:55:18
I4,8817480111718,下午 01:39:44
I4,8810480111718,上午 11:57:56
I4,8810380111718,下午 12:57:36
I4,8803080111717,下午 01:26:30
I4,1675033506218,下午 01:49:40
I4,1155010005518,下午 01:18:49
I4,1667933506218,下午 12:55:18
I4,8399180111717,下午 01:43:02
I4,8398980111717,下午 01:26:30
I4,8398180111717,下午 01:18:49
I4,8398080111717,下午 01:18:49
I4,8397680111717,下午 02:10:07
I4,8397380111717,下午 12:55:18
I4,8385880111717,下午 02:08:49
I4,5507810302318,下午 02:08:49
I4,905142002516,下午 12:55:18
I4,7025122001918,下午 01:56:58
I4,97138210005210800000,下午 01:28:24
I4,1343080111716,下午 01:56:58
I4,1342880111716,下午 01:43:31
I4,1338380111716,下午 01:49:40
I4,1318980111716,下午 01:43:02
I4,1712980111616,下午 01:28:24
I4,4542380111418,下午 01:39:44
I4,4542280111418,下午 12:57:36
I4,4542180111418,下午 01:39:44
I4,4542080111418,下午 01:39:44
I4,1695480111318,上午 11:57:56
I4,2638080111016,下午 02:06:27
I4,4773580110816,下午 02:06:27
I4,4772780110816,下午 02:06:27
I4,1670680110818,下午 02:10:07
I4,1670580110818,下午 01:26:30
I4,3675980110616,下午 01:43:02
I4,1955680110516,上午 11:57:56
I4,1955280110516,下午 01:43:02
I4,12163380110316,下午 01:56:58
I4,164480110278,下午 01:25:36
I4,2794180110118,上午 09:57:10
I4,4346680109917,下午 01:39:44
I4,44932480109618,下午 12:57:36
I4,44932280109618,下午 01:25:36
I4,752680109616,下午 01:15:32
I4,708480109616,下午 02:06:27
I4,271580109616,下午 01:49:40
I4,269980109616,下午 01:49:40
I4,269280109616,下午 01:25:36
I4,269180109616,下午 01:28:24
I4,1261080109418,下午 12:55:18
I4,2919133502518,下午 02:08:49
I4,93954342000520800000,下午 12:55:18
I4,1522880107678,下午 01:49:40
I4,225180107600,下午 01:15:32
I4,95608342000320800000,下午 01:43:02
I4,8103980106216,下午 01:43:02
I4,8103880106216,下午 01:43:02
I4,2975480105816,下午 01:49:40
I4,3954080105516,下午 01:56:58
I4,800542000178,下午 02:10:07
I4,167480104500,下午 01:15:32
I4,25490280103416,下午 02:06:27
I4,362933501328,下午 01:43:51
I4,3083980102918,下午 01:43:02
I4,823780102016,下午 01:49:40
I4,9472680101917,下午 12:57:36
I4,10533080101016,下午 01:43:02
I4,9244980101016,下午 01:39:44
I4,9242380101016,下午 01:25:36
I4,39795522001418800000,下午 12:55:18
I4,39778522001418800000,下午 12:55:18
I4,2308810145118,下午 01:28:24
I4,2307810145118,下午 01:18:49
I4,2302910145118,下午 01:28:24
I4,2238610145118,下午 01:49:40
H4,4829480054118830000,下午 01:58:06
H4,4829380054118830000,下午 01:58:21
H4,2081810145118,下午 01:25:12
H4,93453180045110800000,下午 01:06:43
H4,70031133500232,下午 01:25:05
H4,93355780045110800000,下午 01:35:21
H4,53358110122136800000,下午 01:58:15
H4,1142980030016,下午 01:58:03
H4,61863722001018,下午 01:44:29
H4,94873980008710800000,上午 11:44:35
H4,9497010121930830000,下午 12:03:53
H4,97785280007910800000,下午 01:24:32
H4,95221080007810800000,下午 01:25:09
H4,92604480007632800000,下午 01:53:34
H4,92590580007632800000,下午 01:16:22
H4,28971780007618,下午 01:57:52
H4,28942180007618,下午 01:53:47
H4,14493210121818,上午 11:44:43
H4,380380007332,上午 11:44:10
H4,14422610121818,下午 01:08:03
H4,96185480006910800000,下午 12:39:45
H4,93336210002610800000,下午 12:03:50
H4,14361110121818,下午 01:51:05
H4,14359910121818,下午 01:07:05
H4,14354110121818,下午 01:15:58
H4,14354010121818,下午 01:15:56
H4,14330410121818,下午 01:53:41
H4,14330310121818,下午 01:53:41
H4,14187310121818,下午 01:15:59
H4,14164210121818,下午 12:04:00
H4,14156210121818,下午 12:40:01
H4,14149310121818,下午 01:35:09
H4,14116610121818,下午 01:15:55
H4,43323010002518,上午 11:44:32
H4,94438580006410800000,下午 01:08:38
H4,90076380006210800000,下午 01:44:49
H4,10555040506316,下午 01:35:17
H4,94070580005010800000,下午 01:16:02
H4,91255280004310800000,下午 12:40:34
